dt;seccode;Expiry;Type;Strike;Base;THEORPRICE;Hi;Low;NUMCONTRACTS;NUMTRADES;VOLTODAY;VALTODAY
20200401;BR38BP0;20200427;Put;38;BRK0;13.29;0;0;0;0;0;0;
20200401;BR39BD0;20200427;Call;39;BRK0;0.2;0.22;0.17;982;5;21;645025.56;
20200401;BR39BP0;20200427;Put;39;BRK0;14.26;0;0;12;0;0;0;
20200401;BR40BD0;20200427;Call;40;BRK0;0.17;0.26;0.12;6664;70;1911;60202385.88;
20200401;BR40BP0;20200427;Put;40;BRK0;15.23;14.46;14.46;14;1;6;189018.48;
20200401;BR41BD0;20200427;Call;41;BRK0;0.15;0.15;0.15;410;1;20;645813.14;
20200401;BR41BP0;20200427;Put;41;BRK0;16.21;0;0;0;0;0;0;
20200401;BR42BD0;20200427;Call;42;BRK0;0.14;0;0;120;0;0;0;
20200401;BR42BP0;20200427;Put;42;BRK0;17.2;0;0;4;0;0;0;
20200401;BR43BD0;20200427;Call;43;BRK0;0.12;0.1;0.1;696;1;30;1015974.33;
20200401;BR43BP0;20200427;Put;43;BRK0;18.18;0;0;830;0;0;0;
20200401;BR44BD0;20200427;Call;44;BRK0;0.11;0.15;0.15;3208;1;2;69306.78;
20200401;BR44BP0;20200427;Put;44;BRK0;19.17;0;0;0;0;0;0;
20200401;BR45BD0;20200427;Call;45;BRK0;0.1;0.16;0.07;8118;30;702;24879557.43;
20200401;BR45BP0;20200427;Put;45;BRK0;20.16;0;0;1264;0;0;0;
20200401;BR46BD0;20200427;Call;46;BRK0;0.09;0.09;0.09;184;1;1;36228.54;
20200401;BR46BP0;20200427;Put;46;BRK0;21.15;0;0;1250;0;0;0;
20200401;BR47BD0;20200427;Call;47;BRK0;0.08;0.07;0.07;30;2;2;74032.24;
20200401;BR47BP0;20200427;Put;47;BRK0;22.14;0;0;0;0;0;0;
20200401;BR48BD0;20200427;Call;48;BRK0;0.07;0;0;606;0;0;0;
20200401;BR48BP0;20200427;Put;48;BRK0;23.13;0;0;402;0;0;0;
20200401;BR49BD0;20200427;Call;49;BRK0;0.07;0.09;0.09;426;1;3;115773.82;
20200401;BR49BP0;20200427;Put;49;BRK0;24.13;0;0;620;0;0;0;
20200401;BR50BD0;20200427;Call;50;BRK0;0.06;0.07;0.05;1442;4;261;10277879.85;
20200401;BR50BP0;20200427;Put;50;BRK0;25.12;0;0;516;0;0;0;
20200401;BR51BD0;20200427;Call;51;BRK0;0.06;0;0;498;0;0;0;
20200401;BR51BP0;20200427;Put;51;BRK0;26.12;0;0;32;0;0;0;
20200401;BR52BD0;20200427;Call;52;BRK0;0.05;0;0;86;0;0;0;
20200401;BR52BP0;20200427;Put;52;BRK0;27.11;0;0;2;0;0;0;
20200401;BR53BD0;20200427;Call;53;BRK0;0.05;0;0;144;0;0;0;
20200401;BR53BP0;20200427;Put;53;BRK0;28.11;0;0;2;0;0;0;
20200401;BR54BD0;20200427;Call;54;BRK0;0.04;0;0;60;0;0;0;
20200401;BR54BP0;20200427;Put;54;BRK0;29.1;0;0;0;0;0;0;
20200401;BR55BD0;20200427;Call;55;BRK0;0.04;0;0;822;0;0;0;
20200401;BR55BP0;20200427;Put;55;BRK0;30.1;0;0;14;0;0;0;
20200401;BR56BD0;20200427;Call;56;BRK0;0.04;0;0;0;0;0;0;
20200401;BR56BP0;20200427;Put;56;BRK0;31.1;0;0;6;0;0;0;
20200401;BR57BD0;20200427;Call;57;BRK0;0.03;0;0;2;0;0;0;
20200401;BR57BP0;20200427;Put;57;BRK0;32.09;0;0;2;0;0;0;
20200401;BR58BD0;20200427;Call;58;BRK0;0.03;0;0;2;0;0;0;
20200401;BR58BP0;20200427;Put;58;BRK0;33.09;0;0;0;0;0;0;
20200401;BR59BD0;20200427;Call;59;BRK0;0.03;0;0;288;0;0;0;
20200401;BR59BP0;20200427;Put;59;BRK0;34.09;0;0;4;0;0;0;
20200401;BR60BD0;20200427;Call;60;BRK0;0.03;0;0;948;0;0;0;
20200401;BR60BP0;20200427;Put;60;BRK0;35.09;0;0;0;0;0;0;
20200401;BR61BD0;20200427;Call;61;BRK0;0.02;0;0;6;0;0;0;
20200401;BR61BP0;20200427;Put;61;BRK0;36.08;0;0;0;0;0;0;
20200401;BR62BD0;20200427;Call;62;BRK0;0.02;0;0;0;0;0;0;
20200401;BR62BP0;20200427;Put;62;BRK0;37.08;0;0;0;0;0;0;
20200401;BR63BD0;20200427;Call;63;BRK0;0.02;0;0;466;0;0;0;
20200401;BR63BP0;20200427;Put;63;BRK0;38.08;0;0;0;0;0;0;
20200401;BR64BD0;20200427;Call;64;BRK0;0.02;0;0;2;0;0;0;
20200401;BR64BP0;20200427;Put;64;BRK0;39.08;0;0;0;0;0;0;
20200401;BR65BD0;20200427;Call;65;BRK0;0.02;0;0;96;0;0;0;
20200401;BR65BP0;20200427;Put;65;BRK0;40.08;0;0;0;0;0;0;
20200401;BR66BD0;20200427;Call;66;BRK0;0.02;0;0;636;0;0;0;
20200401;BR66BP0;20200427;Put;66;BRK0;41.08;0;0;0;0;0;0;
20200401;BR67BD0;20200427;Call;67;BRK0;0.01;0;0;206;0;0;0;
20200401;BR67BP0;20200427;Put;67;BRK0;42.07;0;0;0;0;0;0;
20200401;BR68BD0;20200427;Call;68;BRK0;0.01;0;0;228;0;0;0;
20200401;BR68BP0;20200427;Put;68;BRK0;43.07;0;0;0;0;0;0;
20200401;BR69BD0;20200427;Call;69;BRK0;0.01;0;0;38;0;0;0;
20200401;BR69BP0;20200427;Put;69;BRK0;44.07;0;0;0;0;0;0;
20200401;BR70BD0;20200427;Call;70;BRK0;0.01;0;0;14776;0;0;0;
20200401;BR70BP0;20200427;Put;70;BRK0;45.07;0;0;0;0;0;0;
20200401;BR71BD0;20200427;Call;71;BRK0;0.01;0;0;838;0;0;0;
20200401;BR71BP0;20200427;Put;71;BRK0;46.07;0;0;0;0;0;0;
20200401;BR26BJ0;20201027;Call;26;BRX0;13.19;0;0;0;0;0;0;
20200401;BR26BV0;20201027;Put;26;BRX0;2.38;0;0;0;0;0;0;
20200401;BR27BJ0;20201027;Call;27;BRX0;12.49;0;0;0;0;0;0;
20200401;BR27BV0;20201027;Put;27;BRX0;2.68;0;0;0;0;0;0;
20200401;BR28BJ0;20201027;Call;28;BRX0;11.81;0;0;0;0;0;0;
20200401;BR28BV0;20201027;Put;28;BRX0;3;0;0;0;0;0;0;
20200401;BR29BJ0;20201027;Call;29;BRX0;11.15;0;0;0;0;0;0;
20200401;BR29BV0;20201027;Put;29;BRX0;3.34;0;0;0;0;0;0;
20200401;BR30BJ0;20201027;Call;30;BRX0;10.52;0;0;0;0;0;0;
20200401;BR30BV0;20201027;Put;30;BRX0;3.71;0;0;0;0;0;0;
20200401;BR31BJ0;20201027;Call;31;BRX0;9.9;0;0;0;0;0;0;
20200401;BR31BV0;20201027;Put;31;BRX0;4.09;0;0;0;0;0;0;
20200401;BR32BJ0;20201027;Call;32;BRX0;9.31;0;0;0;0;0;0;
20200401;BR32BV0;20201027;Put;32;BRX0;4.5;0;0;0;0;0;0;
20200401;BR33BJ0;20201027;Call;33;BRX0;8.75;0;0;0;0;0;0;
20200401;BR33BV0;20201027;Put;33;BRX0;4.94;0;0;0;0;0;0;
20200401;BR34BJ0;20201027;Call;34;BRX0;8.21;0;0;0;0;0;0;
20200401;BR34BV0;20201027;Put;34;BRX0;5.4;0;0;0;0;0;0;
20200401;BR35BJ0;20201027;Call;35;BRX0;7.69;0;0;0;0;0;0;
20200401;BR35BV0;20201027;Put;35;BRX0;5.88;0;0;2;0;0;0;
20200401;BR36BJ0;20201027;Call;36;BRX0;7.2;0;0;0;0;0;0;
20200401;BR36BV0;20201027;Put;36;BRX0;6.39;0;0;0;0;0;0;
20200401;BR37BJ0;20201027;Call;37;BRX0;6.74;0;0;0;0;0;0;
20200401;BR37BV0;20201027;Put;37;BRX0;6.93;0;0;0;0;0;0;
20200401;BR38BJ0;20201027;Call;38;BRX0;6.31;0;0;0;0;0;0;
20200401;BR38BV0;20201027;Put;38;BRX0;7.5;0;0;0;0;0;0;
20200401;BR39BJ0;20201027;Call;39;BRX0;5.91;0;0;0;0;0;0;
20200401;BR39BV0;20201027;Put;39;BRX0;8.1;0;0;20;0;0;0;
20200401;BR40BJ0;20201027;Call;40;BRX0;5.53;0;0;2;0;0;0;
20200401;BR40BV0;20201027;Put;40;BRX0;8.72;0;0;0;0;0;0;
20200401;BR41BJ0;20201027;Call;41;BRX0;5.17;0;0;0;0;0;0;
20200401;BR41BV0;20201027;Put;41;BRX0;9.36;0;0;0;0;0;0;
20200401;BR42BJ0;20201027;Call;42;BRX0;4.84;0;0;2;0;0;0;
20200401;BR42BV0;20201027;Put;42;BRX0;10.03;0;0;0;0;0;0;
20200401;BR43BJ0;20201027;Call;43;BRX0;4.53;0;0;0;0;0;0;
20200401;BR43BV0;20201027;Put;43;BRX0;10.72;0;0;0;0;0;0;
20200401;BR44BJ0;20201027;Call;44;BRX0;4.25;0;0;2;0;0;0;
20200401;BR44BV0;20201027;Put;44;BRX0;11.44;0;0;0;0;0;0;
20200401;BR45BJ0;20201027;Call;45;BRX0;3.98;0;0;0;0;0;0;
20200401;BR45BV0;20201027;Put;45;BRX0;12.17;0;0;0;0;0;0;
20200401;BR46BJ0;20201027;Call;46;BRX0;3.73;0;0;0;0;0;0;
20200401;BR46BV0;20201027;Put;46;BRX0;12.92;0;0;0;0;0;0;
20200401;BR55BJ0;20201027;Call;55;BRX0;2.17;0;0;0;0;0;0;
20200401;BR55BV0;20201027;Put;55;BRX0;20.36;0;0;0;0;0;0;
20200401;BR56BJ0;20201027;Call;56;BRX0;2.05;0;0;0;0;0;0;
20200401;BR56BV0;20201027;Put;56;BRX0;21.24;0;0;0;0;0;0;
20200401;BR57BJ0;20201027;Call;57;BRX0;1.94;0;0;0;0;0;0;
20200401;BR57BV0;20201027;Put;57;BRX0;22.13;0;0;0;0;0;0;
20200401;BR58BJ0;20201027;Call;58;BRX0;1.83;0;0;0;0;0;0;
20200401;BR58BV0;20201027;Put;58;BRX0;23.02;0;0;0;0;0;0;
20200401;BR59BJ0;20201027;Call;59;BRX0;1.74;0;0;0;0;0;0;
20200401;BR59BV0;20201027;Put;59;BRX0;23.93;0;0;0;0;0;0;
20200401;BR60BJ0;20201027;Call;60;BRX0;1.65;0;0;0;0;0;0;
20200401;BR60BV0;20201027;Put;60;BRX0;24.84;0;0;0;0;0;0;
20200401;BR61BJ0;20201027;Call;61;BRX0;1.56;0;0;0;0;0;0;
20200401;BR61BV0;20201027;Put;61;BRX0;25.75;0;0;0;0;0;0;
20200401;BR62BJ0;20201027;Call;62;BRX0;1.49;0;0;0;0;0;0;
20200401;BR62BV0;20201027;Put;62;BRX0;26.68;0;0;0;0;0;0;
20200401;BR63BJ0;20201027;Call;63;BRX0;1.41;0;0;0;0;0;0;
20200401;BR63BV0;20201027;Put;63;BRX0;27.6;0;0;0;0;0;0;
20200401;BR64BJ0;20201027;Call;64;BRX0;1.34;0;0;4;0;0;0;
20200401;BR64BV0;20201027;Put;64;BRX0;28.53;0;0;0;0;0;0;
20200401;BR65BJ0;20201027;Call;65;BRX0;1.28;0;0;4;0;0;0;
20200401;BR65BV0;20201027;Put;65;BRX0;29.47;0;0;0;0;0;0;
20200401;RI15000BF0;20200618;Call;15000;RIM0;81530;0;0;0;0;0;0;
20200401;RI17500BF0;20200618;Call;17500;RIM0;79070;0;0;0;0;0;0;
20200401;RI20000BF0;20200618;Call;20000;RIM0;76640;0;0;0;0;0;0;
20200401;RI22500BF0;20200618;Call;22500;RIM0;74210;0;0;0;0;0;0;
20200401;RI25000BF0;20200618;Call;25000;RIM0;71810;0;0;0;0;0;0;
20200401;RI27500BF0;20200618;Call;27500;RIM0;69420;0;0;0;0;0;0;
20200401;RI30000BF0;20200618;Call;30000;RIM0;67040;0;0;0;0;0;0;
20200401;RI32500BF0;20200618;Call;32500;RIM0;64660;0;0;0;0;0;0;
20200401;RI35000BF0;20200618;Call;35000;RIM0;62290;0;0;0;0;0;0;
20200401;RI37500BF0;20200618;Call;37500;RIM0;59920;0;0;0;0;0;0;
20200401;RI40000BF0;20200618;Call;40000;RIM0;57560;0;0;0;0;0;0;
20200401;RI42500BF0;20200618;Call;42500;RIM0;55190;0;0;0;0;0;0;
20200401;RI45000BF0;20200618;Call;45000;RIM0;52830;0;0;0;0;0;0;
20200401;RI47500BF0;20200618;Call;47500;RIM0;50470;0;0;0;0;0;0;
20200401;RI50000BF0;20200618;Call;50000;RIM0;48120;0;0;0;0;0;0;
20200401;RI52500BF0;20200618;Call;52500;RIM0;45770;0;0;0;0;0;0;
20200401;RI55000BF0;20200618;Call;55000;RIM0;43430;0;0;0;0;0;0;
20200401;RI57500BF0;20200618;Call;57500;RIM0;41100;0;0;0;0;0;0;
20200401;RI60000BF0;20200618;Call;60000;RIM0;38790;0;0;0;0;0;0;
20200401;RI62500BF0;20200618;Call;62500;RIM0;36500;0;0;0;0;0;0;
20200401;RI65000BF0;20200618;Call;65000;RIM0;34230;0;0;0;0;0;0;
20200401;RI67500BF0;20200618;Call;67500;RIM0;31980;0;0;0;0;0;0;
20200401;RI70000BF0;20200618;Call;70000;RIM0;29770;0;0;0;0;0;0;
20200401;RI72500BF0;20200618;Call;72500;RIM0;27600;0;0;0;0;0;0;
20200401;RI75000BF0;20200618;Call;75000;RIM0;25470;0;0;4;0;0;0;
20200401;RI77500BF0;20200618;Call;77500;RIM0;23390;0;0;0;0;0;0;
20200401;RI80000BF0;20200618;Call;80000;RIM0;21360;0;0;40;0;0;0;
20200401;RI82500BF0;20200618;Call;82500;RIM0;19410;0;0;4;0;0;0;
20200401;RI85000BF0;20200618;Call;85000;RIM0;17520;0;0;524;0;0;0;
20200401;RI87500BF0;20200618;Call;87500;RIM0;15720;0;0;94;0;0;0;
20200401;RI90000BF0;20200618;Call;90000;RIM0;14000;14200;14200;520;1;2;283527.72;
20200401;RI92500BF0;20200618;Call;92500;RIM0;12390;13000;12100;350;5;17;2476929.67;
20200401;RI95000BF0;20200618;Call;95000;RIM0;10870;11620;10640;3480;3;3;448918.89;
20200401;RI97500BF0;20200618;Call;97500;RIM0;9470;9920;9240;490;18;58;8907495.87;
20200401;RI100000BF0;20200618;Call;100000;RIM0;8180;8600;7360;1966;108;130;20477002;
20200401;RI102500BF0;20200618;Call;102500;RIM0;7010;7380;7380;410;1;1;161453.29;
20200401;RI105000BF0;20200618;Call;105000;RIM0;5960;6150;6150;1358;4;4;661564.68;
20200401;RI107500BF0;20200618;Call;107500;RIM0;5020;0;0;606;0;0;0;
20200401;RI110000BF0;20200618;Call;110000;RIM0;4210;4460;4160;2012;4;8;1386135.52;
20200401;RI112500BF0;20200618;Call;112500;RIM0;3500;3680;3680;578;1;2;354409.65;
20200401;RI115000BF0;20200618;Call;115000;RIM0;2890;0;0;1268;0;0;0;
20200401;RI117500BF0;20200618;Call;117500;RIM0;2370;0;0;298;0;0;0;
20200401;RI120000BF0;20200618;Call;120000;RIM0;1940;2390;1680;1024;18;129;24383383.92;
20200401;RI122500BF0;20200618;Call;122500;RIM0;1590;1820;1400;168;4;6;1157738.19;
20200401;RI125000BF0;20200618;Call;125000;RIM0;1290;1240;1240;166;1;5;984471.25;
20200401;RI127500BF0;20200618;Call;127500;RIM0;1060;1140;1140;66;1;5;1004160.68;
20200401;RI130000BF0;20200618;Call;130000;RIM0;860;1000;890;4072;9;37;7576490.74;
20200401;RI132500BF0;20200618;Call;132500;RIM0;710;0;0;216;0;0;0;
20200401;RI135000BF0;20200618;Call;135000;RIM0;580;740;740;604;1;4;850583.16;
20200401;RI137500BF0;20200618;Call;137500;RIM0;480;750;740;110;3;12;2599004.1;
20200401;RI140000BF0;20200618;Call;140000;RIM0;400;450;220;2372;4;12;2646258.72;
20200401;RI142500BF0;20200618;Call;142500;RIM0;340;0;0;1000;0;0;0;
20200401;RI145000BF0;20200618;Call;145000;RIM0;280;0;0;820;0;0;0;
20200401;RI147500BF0;20200618;Call;147500;RIM0;240;0;0;272;0;0;0;
20200401;RI150000BF0;20200618;Call;150000;RIM0;210;0;0;1428;0;0;0;
20200401;RI152500BF0;20200618;Call;152500;RIM0;180;0;0;404;0;0;0;
20200401;RI155000BF0;20200618;Call;155000;RIM0;160;220;220;662;2;4;976595.48;
20200401;RI157500BF0;20200618;Call;157500;RIM0;140;200;200;1450;1;1;248086.76;
20200401;RI160000BF0;20200618;Call;160000;RIM0;130;0;0;440;0;0;0;
20200401;RI162500BF0;20200618;Call;162500;RIM0;110;0;0;380;0;0;0;
20200401;RI165000BF0;20200618;Call;165000;RIM0;100;0;0;1004;0;0;0;
20200401;RI167500BF0;20200618;Call;167500;RIM0;100;0;0;164;0;0;0;
20200401;RI170000BF0;20200618;Call;170000;RIM0;90;0;0;396;0;0;0;
20200401;RI172500BF0;20200618;Call;172500;RIM0;80;0;0;222;0;0;0;
20200401;RI175000BF0;20200618;Call;175000;RIM0;80;0;0;132;0;0;0;
20200401;RI177500BF0;20200618;Call;177500;RIM0;70;0;0;10;0;0;0;
20200401;RI180000BF0;20200618;Call;180000;RIM0;70;0;0;80;0;0;0;
20200401;RI185000BF0;20200618;Call;185000;RIM0;70;0;0;50;0;0;0;
20200401;RI187500BF0;20200618;Call;187500;RIM0;60;0;0;88;0;0;0;
20200401;RI190000BF0;20200618;Call;190000;RIM0;60;0;0;32;0;0;0;
20200401;RI197500BF0;20200618;Call;197500;RIM0;60;0;0;6;0;0;0;
20200401;RI200000BF0;20200618;Call;200000;RIM0;60;0;0;100;0;0;0;
20200401;RI202500BF0;20200618;Call;202500;RIM0;60;0;0;6;0;0;0;
20200401;RI205000BF0;20200618;Call;205000;RIM0;60;0;0;10;0;0;0;
20200401;RI210000BF0;20200618;Call;210000;RIM0;60;0;0;12;0;0;0;
20200401;RI220000BF0;20200618;Call;220000;RIM0;50;0;0;40;0;0;0;
20200401;RI15000BR0;20200618;Put;15000;RIM0;50;0;0;64;0;0;0;
20200401;RI17500BR0;20200618;Put;17500;RIM0;90;0;0;6;0;0;0;
20200401;RI20000BR0;20200618;Put;20000;RIM0;160;0;0;118;0;0;0;
20200401;RI22500BR0;20200618;Put;22500;RIM0;230;0;0;0;0;0;0;
20200401;RI25000BR0;20200618;Put;25000;RIM0;330;0;0;238;0;0;0;
20200401;RI27500BR0;20200618;Put;27500;RIM0;440;0;0;2;0;0;0;
20200401;RI30000BR0;20200618;Put;30000;RIM0;560;0;0;590;0;0;0;
20200401;RI32500BR0;20200618;Put;32500;RIM0;680;0;0;0;0;0;0;
20200401;RI35000BR0;20200618;Put;35000;RIM0;810;0;0;42;0;0;0;
20200401;RI37500BR0;20200618;Put;37500;RIM0;940;0;0;0;0;0;0;
20200401;RI40000BR0;20200618;Put;40000;RIM0;1080;0;0;200;0;0;0;
20200401;RI42500BR0;20200618;Put;42500;RIM0;1210;0;0;10;0;0;0;
20200401;RI45000BR0;20200618;Put;45000;RIM0;1350;0;0;46;0;0;0;
20200401;RI47500BR0;20200618;Put;47500;RIM0;1490;0;0;12;0;0;0;
20200401;RI50000BR0;20200618;Put;50000;RIM0;1640;1500;1500;802;1;1;78757.7;
20200401;RI52500BR0;20200618;Put;52500;RIM0;1790;0;0;0;0;0;0;
20200401;RI55000BR0;20200618;Put;55000;RIM0;1950;0;0;158;0;0;0;
20200401;RI57500BR0;20200618;Put;57500;RIM0;2120;0;0;22;0;0;0;
20200401;RI60000BR0;20200618;Put;60000;RIM0;2310;2350;2000;732;5;28;2646258.72;
20200401;RI62500BR0;20200618;Put;62500;RIM0;2520;0;0;12;0;0;0;
20200401;RI65000BR0;20200618;Put;65000;RIM0;2750;0;0;452;0;0;0;
20200401;RI67500BR0;20200618;Put;67500;RIM0;3000;0;0;12;0;0;0;
20200401;RI70000BR0;20200618;Put;70000;RIM0;3290;3300;3200;1256;4;15;1653911.7;
20200401;RI72500BR0;20200618;Put;72500;RIM0;3620;3200;3200;300;1;2;228397.33;
20200401;RI75000BR0;20200618;Put;75000;RIM0;3990;4050;4050;1222;3;10;1181365.5;
20200401;RI77500BR0;20200618;Put;77500;RIM0;4410;0;0;236;0;0;0;
20200401;RI80000BR0;20200618;Put;80000;RIM0;4880;5470;4700;2862;43;88;11089084.16;
20200401;RI82500BR0;20200618;Put;82500;RIM0;5430;0;0;390;0;0;0;
20200401;RI85000BR0;20200618;Put;85000;RIM0;6040;6210;5960;1436;5;49;6560516.41;
20200401;RI87500BR0;20200618;Put;87500;RIM0;6740;6700;6700;216;1;1;137825.98;
20200401;RI90000BR0;20200618;Put;90000;RIM0;7520;7840;7200;2538;19;51;7229956.86;
20200401;RI92500BR0;20200618;Put;92500;RIM0;8410;8840;7630;170;4;13;1894122.69;
20200401;RI95000BR0;20200618;Put;95000;RIM0;9390;9770;8640;2352;12;84;12569728.92;
20200401;RI97500BR0;20200618;Put;97500;RIM0;10490;10600;10320;272;28;66;10136115.99;
20200401;RI100000BR0;20200618;Put;100000;RIM0;11700;12100;11250;1832;7;33;5198008.2;
20200401;RI102500BR0;20200618;Put;102500;RIM0;13030;0;0;226;0;0;0;
20200401;RI105000BR0;20200618;Put;105000;RIM0;14480;0;0;698;0;0;0;
20200401;RI107500BR0;20200618;Put;107500;RIM0;16040;0;0;22;0;0;0;
20200401;RI110000BR0;20200618;Put;110000;RIM0;17730;0;0;764;0;0;0;
20200401;RI112500BR0;20200618;Put;112500;RIM0;19520;0;0;8;0;0;0;
20200401;RI115000BR0;20200618;Put;115000;RIM0;21410;0;0;1056;0;0;0;
20200401;RI117500BR0;20200618;Put;117500;RIM0;23390;0;0;220;0;0;0;
20200401;RI120000BR0;20200618;Put;120000;RIM0;25460;0;0;804;0;0;0;
20200401;RI122500BR0;20200618;Put;122500;RIM0;27610;0;0;1138;0;0;0;
20200401;RI125000BR0;20200618;Put;125000;RIM0;29810;0;0;448;0;0;0;
20200401;RI127500BR0;20200618;Put;127500;RIM0;32080;0;0;52;0;0;0;
20200401;RI130000BR0;20200618;Put;130000;RIM0;34380;0;0;934;0;0;0;
20200401;RI132500BR0;20200618;Put;132500;RIM0;36730;0;0;960;0;0;0;
20200401;RI135000BR0;20200618;Put;135000;RIM0;39100;0;0;2872;0;0;0;
20200401;RI137500BR0;20200618;Put;137500;RIM0;41500;0;0;1666;0;0;0;
20200401;RI140000BR0;20200618;Put;140000;RIM0;43920;0;0;6510;0;0;0;
20200401;RI142500BR0;20200618;Put;142500;RIM0;46360;0;0;760;0;0;0;
20200401;RI145000BR0;20200618;Put;145000;RIM0;48800;0;0;344;0;0;0;
20200401;RI147500BR0;20200618;Put;147500;RIM0;51260;49800;49800;224;1;1;232335.22;
20200401;RI150000BR0;20200618;Put;150000;RIM0;53730;0;0;1612;0;0;0;
20200401;RI152500BR0;20200618;Put;152500;RIM0;56200;0;0;1164;0;0;0;
20200401;RI155000BR0;20200618;Put;155000;RIM0;58680;0;0;60;0;0;0;
20200401;RI157500BR0;20200618;Put;157500;RIM0;61160;0;0;98;0;0;0;
20200401;RI160000BR0;20200618;Put;160000;RIM0;63650;0;0;120;0;0;0;
20200401;RI162500BR0;20200618;Put;162500;RIM0;66130;0;0;4;0;0;0;
