dt;seccode;Expiry;Type;Strike;Base;THEORPRICE;Hi;Low;NUMCONTRACTS;NUMTRADES;VOLTODAY;VALTODAY
20200403;SR17750BU0;20200916;Put;17750;SRU0;3007;0;0;0;0;0;0;
20200403;SR18000BU0;20200916;Put;18000;SRU0;3153;0;0;0;0;0;0;
20200403;SR18250BU0;20200916;Put;18250;SRU0;3302;0;0;0;0;0;0;
20200403;SR18500BU0;20200916;Put;18500;SRU0;3456;0;0;0;0;0;0;
20200403;SR18750BU0;20200916;Put;18750;SRU0;3614;0;0;0;0;0;0;
20200403;SR19000BU0;20200916;Put;19000;SRU0;3776;0;0;0;0;0;0;
20200403;SR19250BU0;20200916;Put;19250;SRU0;3941;0;0;0;0;0;0;
20200403;SR19500BU0;20200916;Put;19500;SRU0;4110;0;0;0;0;0;0;
20200403;SR19750BU0;20200916;Put;19750;SRU0;4282;0;0;0;0;0;0;
20200403;SR20000BU0;20200916;Put;20000;SRU0;4458;0;0;0;0;0;0;
20200403;SR20250BU0;20200916;Put;20250;SRU0;4637;0;0;0;0;0;0;
20200403;SR20500BU0;20200916;Put;20500;SRU0;4819;0;0;0;0;0;0;
20200403;SR20750BU0;20200916;Put;20750;SRU0;5005;0;0;0;0;0;0;
20200403;SR21000BU0;20200916;Put;21000;SRU0;5193;0;0;0;0;0;0;
20200403;SR21250BU0;20200916;Put;21250;SRU0;5384;0;0;0;0;0;0;
20200403;SR21500BU0;20200916;Put;21500;SRU0;5577;0;0;0;0;0;0;
20200403;SR21750BU0;20200916;Put;21750;SRU0;5774;0;0;0;0;0;0;
20200403;SR22000BU0;20200916;Put;22000;SRU0;5972;0;0;0;0;0;0;
20200403;SR22250BU0;20200916;Put;22250;SRU0;6173;0;0;0;0;0;0;
20200403;SR22500BU0;20200916;Put;22500;SRU0;6377;0;0;0;0;0;0;
20200403;SR22750BU0;20200916;Put;22750;SRU0;6582;0;0;0;0;0;0;
20200403;SR23000BU0;20200916;Put;23000;SRU0;6790;0;0;0;0;0;0;
20200403;SR23250BU0;20200916;Put;23250;SRU0;6999;0;0;0;0;0;0;
20200403;SR23500BU0;20200916;Put;23500;SRU0;7210;0;0;0;0;0;0;
20200403;SR23750BU0;20200916;Put;23750;SRU0;7423;0;0;0;0;0;0;
20200403;SR24000BU0;20200916;Put;24000;SRU0;7638;0;0;2;0;0;0;
20200403;SR24250BU0;20200916;Put;24250;SRU0;7855;0;0;0;0;0;0;
20200403;SR24500BU0;20200916;Put;24500;SRU0;8072;0;0;6;0;0;0;
20200403;SR25500BU0;20200916;Put;25500;SRU0;8958;0;0;0;0;0;0;
20200403;SR26250BU0;20200916;Put;26250;SRU0;9634;0;0;0;0;0;0;
20200403;SR26750BU0;20200916;Put;26750;SRU0;10091;0;0;0;0;0;0;
20200403;SR27000BU0;20200916;Put;27000;SRU0;10320;0;0;0;0;0;0;
20200403;SR27500BU0;20200916;Put;27500;SRU0;10782;0;0;0;0;0;0;
20200403;SR28500BU0;20200916;Put;28500;SRU0;11714;0;0;0;0;0;0;
20200403;SR29750BU0;20200916;Put;29750;SRU0;12893;0;0;0;0;0;0;
20200403;SR31000BU0;20200916;Put;31000;SRU0;14085;0;0;0;0;0;0;
20200403;SR31250BU0;20200916;Put;31250;SRU0;14325;0;0;0;0;0;0;
20200403;SR31500BU0;20200916;Put;31500;SRU0;14565;0;0;0;0;0;0;
20200403;SR31750BU0;20200916;Put;31750;SRU0;14805;0;0;0;0;0;0;
20200403;SR32000BU0;20200916;Put;32000;SRU0;15046;0;0;0;0;0;0;
20200403;SR32250BU0;20200916;Put;32250;SRU0;15287;0;0;0;0;0;0;
20200403;SR32500BU0;20200916;Put;32500;SRU0;15528;0;0;0;0;0;0;
20200403;SR32750BU0;20200916;Put;32750;SRU0;15770;0;0;0;0;0;0;
20200403;SR33000BU0;20200916;Put;33000;SRU0;16012;0;0;0;0;0;0;
20200403;SR33250BU0;20200916;Put;33250;SRU0;16254;0;0;0;0;0;0;
20200403;SR33500BU0;20200916;Put;33500;SRU0;16496;0;0;0;0;0;0;
20200403;SR33750BU0;20200916;Put;33750;SRU0;16739;0;0;0;0;0;0;
20200403;SR34000BU0;20200916;Put;34000;SRU0;16982;0;0;0;0;0;0;
20200403;SR34250BU0;20200916;Put;34250;SRU0;17225;0;0;0;0;0;0;
20200403;SR34500BU0;20200916;Put;34500;SRU0;17468;0;0;0;0;0;0;
20200403;SR34750BU0;20200916;Put;34750;SRU0;17712;0;0;0;0;0;0;
20200403;SR35000BU0;20200916;Put;35000;SRU0;17956;0;0;0;0;0;0;
20200403;SR35250BU0;20200916;Put;35250;SRU0;18200;0;0;0;0;0;0;
20200403;SR35500BU0;20200916;Put;35500;SRU0;18444;0;0;0;0;0;0;
20200403;SR35750BU0;20200916;Put;35750;SRU0;18688;0;0;0;0;0;0;
20200403;SR36000BU0;20200916;Put;36000;SRU0;18932;0;0;0;0;0;0;
20200403;SR36250BU0;20200916;Put;36250;SRU0;19177;0;0;0;0;0;0;
20200403;SR36500BU0;20200916;Put;36500;SRU0;19422;0;0;0;0;0;0;
20200403;SR36750BU0;20200916;Put;36750;SRU0;19667;0;0;0;0;0;0;
20200403;SR37000BU0;20200916;Put;37000;SRU0;19912;0;0;0;0;0;0;
20200403;SR37250BU0;20200916;Put;37250;SRU0;20157;0;0;0;0;0;0;
20200403;SR37500BU0;20200916;Put;37500;SRU0;20402;0;0;0;0;0;0;
20200403;SR37750BU0;20200916;Put;37750;SRU0;20647;0;0;0;0;0;0;
20200403;SR38000BU0;20200916;Put;38000;SRU0;20893;0;0;0;0;0;0;
20200403;BR7BH0;20200825;Call;7;BRU0;30.14;0;0;0;0;0;0;
20200403;BR8BH0;20200825;Call;8;BRU0;29.15;0;0;0;0;0;0;
20200403;BR9BH0;20200825;Call;9;BRU0;28.16;0;0;0;0;0;0;
20200403;BR10BH0;20200825;Call;10;BRU0;27.18;0;0;0;0;0;0;
20200403;BR11BH0;20200825;Call;11;BRU0;26.19;0;0;0;0;0;0;
20200403;BR12BH0;20200825;Call;12;BRU0;25.22;0;0;0;0;0;0;
20200403;BR13BH0;20200825;Call;13;BRU0;24.25;0;0;0;0;0;0;
20200403;BR14BH0;20200825;Call;14;BRU0;23.28;0;0;0;0;0;0;
20200403;BR15BH0;20200825;Call;15;BRU0;22.33;0;0;0;0;0;0;
20200403;BR16BH0;20200825;Call;16;BRU0;21.38;0;0;0;0;0;0;
20200403;BR17BH0;20200825;Call;17;BRU0;20.45;0;0;0;0;0;0;
20200403;BR18BH0;20200825;Call;18;BRU0;19.52;0;0;0;0;0;0;
20200403;BR19BH0;20200825;Call;19;BRU0;18.61;0;0;0;0;0;0;
20200403;BR20BH0;20200825;Call;20;BRU0;17.72;0;0;0;0;0;0;
20200403;BR21BH0;20200825;Call;21;BRU0;16.84;0;0;0;0;0;0;
20200403;BR22BH0;20200825;Call;22;BRU0;15.97;0;0;0;0;0;0;
20200403;BR23BH0;20200825;Call;23;BRU0;15.13;0;0;0;0;0;0;
20200403;BR24BH0;20200825;Call;24;BRU0;14.3;0;0;0;0;0;0;
20200403;BR25BH0;20200825;Call;25;BRU0;13.49;0;0;0;0;0;0;
20200403;BR26BH0;20200825;Call;26;BRU0;12.71;0;0;0;0;0;0;
20200403;BR27BH0;20200825;Call;27;BRU0;11.95;0;0;0;0;0;0;
20200403;BR28BH0;20200825;Call;28;BRU0;11.21;0;0;0;0;0;0;
20200403;BR29BH0;20200825;Call;29;BRU0;10.5;0;0;0;0;0;0;
20200403;BR30BH0;20200825;Call;30;BRU0;9.81;0;0;0;0;0;0;
20200403;BR31BH0;20200825;Call;31;BRU0;9.16;0;0;0;0;0;0;
20200403;BR32BH0;20200825;Call;32;BRU0;8.53;0;0;0;0;0;0;
20200403;BR33BH0;20200825;Call;33;BRU0;7.93;0;0;0;0;0;0;
20200403;BR34BH0;20200825;Call;34;BRU0;7.37;0;0;0;0;0;0;
20200403;BR35BH0;20200825;Call;35;BRU0;6.83;0;0;2;0;0;0;
20200403;BR36BH0;20200825;Call;36;BRU0;6.33;0;0;2;0;0;0;
20200403;BR37BH0;20200825;Call;37;BRU0;5.85;0;0;0;0;0;0;
20200403;BR38BH0;20200825;Call;38;BRU0;5.4;0;0;0;0;0;0;
20200403;BR39BH0;20200825;Call;39;BRU0;4.99;0;0;0;0;0;0;
20200403;BR40BH0;20200825;Call;40;BRU0;4.6;0;0;6;0;0;0;
20200403;BR41BH0;20200825;Call;41;BRU0;4.24;0;0;2;0;0;0;
20200403;BR42BH0;20200825;Call;42;BRU0;3.9;0;0;0;0;0;0;
20200403;BR43BH0;20200825;Call;43;BRU0;3.59;0;0;2;0;0;0;
20200403;BR44BH0;20200825;Call;44;BRU0;3.3;0;0;0;0;0;0;
20200403;BR45BH0;20200825;Call;45;BRU0;3.04;0;0;0;0;0;0;
20200403;BR46BH0;20200825;Call;46;BRU0;2.79;0;0;0;0;0;0;
20200403;BR47BH0;20200825;Call;47;BRU0;2.57;0;0;0;0;0;0;
20200403;BR48BH0;20200825;Call;48;BRU0;2.36;0;0;0;0;0;0;
20200403;BR49BH0;20200825;Call;49;BRU0;2.17;0;0;0;0;0;0;
20200403;BR50BH0;20200825;Call;50;BRU0;2;0;0;0;0;0;0;
20200403;BR51BH0;20200825;Call;51;BRU0;1.84;0;0;0;0;0;0;
20200403;BR52BH0;20200825;Call;52;BRU0;1.69;0;0;0;0;0;0;
20200403;BR53BH0;20200825;Call;53;BRU0;1.56;0;0;36;0;0;0;
20200403;BR54BH0;20200825;Call;54;BRU0;1.43;0;0;0;0;0;0;
20200403;BR55BH0;20200825;Call;55;BRU0;1.32;0;0;2;0;0;0;
20200403;BR56BH0;20200825;Call;56;BRU0;1.22;0;0;0;0;0;0;
20200403;BR57BH0;20200825;Call;57;BRU0;1.13;0;0;0;0;0;0;
20200403;BR58BH0;20200825;Call;58;BRU0;1.04;0;0;40;0;0;0;
20200403;BR59BH0;20200825;Call;59;BRU0;0.96;0;0;36;0;0;0;
20200403;BR60BH0;20200825;Call;60;BRU0;0.89;1.05;1.05;8;1;1;46174.98;
20200403;BR61BH0;20200825;Call;61;BRU0;0.82;0;0;0;0;0;0;
20200403;BR62BH0;20200825;Call;62;BRU0;0.76;0;0;108;0;0;0;
20200403;BR63BH0;20200825;Call;63;BRU0;0.71;0;0;26;0;0;0;
20200403;BR64BH0;20200825;Call;64;BRU0;0.66;0;0;140;0;0;0;
20200403;BR65BH0;20200825;Call;65;BRU0;0.61;0.75;0.75;114;1;2;100045.79;
20200403;BR66BH0;20200825;Call;66;BRU0;0.57;0;0;56;0;0;0;
20200403;BR69BH0;20200825;Call;69;BRU0;0.46;0;0;56;0;0;0;
20200403;BR71BH0;20200825;Call;71;BRU0;0.4;0;0;26;0;0;0;
20200403;BR73BH0;20200825;Call;73;BRU0;0.35;0;0;46;0;0;0;
20200403;BR76BH0;20200825;Call;76;BRU0;0.29;0;0;46;0;0;0;
20200403;BR80BH0;20200825;Call;80;BRU0;0.22;0;0;4;0;0;0;
20200403;BR85BH0;20200825;Call;85;BRU0;0.17;0;0;2;0;0;0;
20200403;BR87BH0;20200825;Call;87;BRU0;0.15;0;0;0;0;0;0;
20200403;BR88BH0;20200825;Call;88;BRU0;0.14;0;0;0;0;0;0;
20200403;BR89BH0;20200825;Call;89;BRU0;0.13;0;0;0;0;0;0;
20200403;BR90BH0;20200825;Call;90;BRU0;0.13;0;0;10;0;0;0;
20200403;BR91BH0;20200825;Call;91;BRU0;0.12;0;0;0;0;0;0;
20200403;BR92BH0;20200825;Call;92;BRU0;0.11;0;0;0;0;0;0;
20200403;BR93BH0;20200825;Call;93;BRU0;0.11;0;0;0;0;0;0;
20200403;BR94BH0;20200825;Call;94;BRU0;0.1;0;0;0;0;0;0;
20200403;BR95BH0;20200825;Call;95;BRU0;0.1;0;0;0;0;0;0;
20200403;BR96BH0;20200825;Call;96;BRU0;0.09;0;0;0;0;0;0;
20200403;BR97BH0;20200825;Call;97;BRU0;0.09;0;0;0;0;0;0;
20200403;BR98BH0;20200825;Call;98;BRU0;0.09;0;0;0;0;0;0;
20200403;BR99BH0;20200825;Call;99;BRU0;0.08;0;0;0;0;0;0;
20200403;BR100BH0;20200825;Call;100;BRU0;0.08;0;0;2;0;0;0;
20200403;BR101BH0;20200825;Call;101;BRU0;0.07;0;0;0;0;0;0;
20200403;BR102BH0;20200825;Call;102;BRU0;0.07;0;0;0;0;0;0;
20200403;BR103BH0;20200825;Call;103;BRU0;0.07;0;0;0;0;0;0;
20200403;BR104BH0;20200825;Call;104;BRU0;0.06;0;0;0;0;0;0;
20200403;BR105BH0;20200825;Call;105;BRU0;0.06;0;0;0;0;0;0;
20200403;BR106BH0;20200825;Call;106;BRU0;0.06;0;0;0;0;0;0;
20200403;BR107BH0;20200825;Call;107;BRU0;0.06;0;0;0;0;0;0;
20200403;BR108BH0;20200825;Call;108;BRU0;0.05;0;0;0;0;0;0;
20200403;BR109BH0;20200825;Call;109;BRU0;0.05;0;0;0;0;0;0;
20200403;BR110BH0;20200825;Call;110;BRU0;0.05;0;0;0;0;0;0;
20200403;BR7BT0;20200825;Put;7;BRU0;0.01;0;0;0;0;0;0;
20200403;BR8BT0;20200825;Put;8;BRU0;0.02;0;0;0;0;0;0;
20200403;BR9BT0;20200825;Put;9;BRU0;0.03;0;0;0;0;0;0;
20200403;BR10BT0;20200825;Put;10;BRU0;0.05;0;0;0;0;0;0;
20200403;BR11BT0;20200825;Put;11;BRU0;0.06;0;0;0;0;0;0;
20200403;BR12BT0;20200825;Put;12;BRU0;0.09;0;0;0;0;0;0;
20200403;BR13BT0;20200825;Put;13;BRU0;0.12;0;0;0;0;0;0;
20200403;BR14BT0;20200825;Put;14;BRU0;0.15;0;0;0;0;0;0;
20200403;BR15BT0;20200825;Put;15;BRU0;0.2;0;0;2;0;0;0;
20200403;BR16BT0;20200825;Put;16;BRU0;0.25;0;0;0;0;0;0;
20200403;BR17BT0;20200825;Put;17;BRU0;0.32;0;0;0;0;0;0;
20200403;BR18BT0;20200825;Put;18;BRU0;0.39;0;0;0;0;0;0;
20200403;BR19BT0;20200825;Put;19;BRU0;0.48;0;0;0;0;0;0;
20200403;BR20BT0;20200825;Put;20;BRU0;0.59;0;0;10;0;0;0;
20200403;BR21BT0;20200825;Put;21;BRU0;0.71;0;0;4;0;0;0;
20200403;BR22BT0;20200825;Put;22;BRU0;0.84;0;0;0;0;0;0;
20200403;BR23BT0;20200825;Put;23;BRU0;1;0;0;0;0;0;0;
20200403;BR24BT0;20200825;Put;24;BRU0;1.17;0;0;0;0;0;0;
20200403;BR25BT0;20200825;Put;25;BRU0;1.36;0;0;2;0;0;0;
20200403;BR26BT0;20200825;Put;26;BRU0;1.58;0;0;2;0;0;0;
20200403;BR27BT0;20200825;Put;27;BRU0;1.82;0;0;0;0;0;0;
20200403;BR28BT0;20200825;Put;28;BRU0;2.08;0;0;8;0;0;0;
20200403;BR29BT0;20200825;Put;29;BRU0;2.37;0;0;0;0;0;0;
20200403;BR30BT0;20200825;Put;30;BRU0;2.68;0;0;4;0;0;0;
20200403;BR31BT0;20200825;Put;31;BRU0;3.03;0;0;0;0;0;0;
20200403;BR32BT0;20200825;Put;32;BRU0;3.4;0;0;2;0;0;0;
20200403;BR33BT0;20200825;Put;33;BRU0;3.8;0;0;2;0;0;0;
20200403;BR34BT0;20200825;Put;34;BRU0;4.24;0;0;0;0;0;0;
20200403;BR35BT0;20200825;Put;35;BRU0;4.7;0;0;0;0;0;0;
20200403;BR36BT0;20200825;Put;36;BRU0;5.2;0;0;0;0;0;0;
20200403;BR37BT0;20200825;Put;37;BRU0;5.72;0;0;0;0;0;0;
20200403;BR38BT0;20200825;Put;38;BRU0;6.27;0;0;0;0;0;0;
20200403;BR39BT0;20200825;Put;39;BRU0;6.86;0;0;0;0;0;0;
20200403;BR40BT0;20200825;Put;40;BRU0;7.47;0;0;0;0;0;0;
20200403;BR41BT0;20200825;Put;41;BRU0;8.11;0;0;0;0;0;0;
20200403;BR42BT0;20200825;Put;42;BRU0;8.77;0;0;0;0;0;0;
20200403;BR43BT0;20200825;Put;43;BRU0;9.46;0;0;0;0;0;0;
20200403;BR44BT0;20200825;Put;44;BRU0;10.17;0;0;0;0;0;0;
20200403;BR45BT0;20200825;Put;45;BRU0;10.91;0;0;0;0;0;0;
20200403;BR46BT0;20200825;Put;46;BRU0;11.66;0;0;0;0;0;0;
20200403;BR47BT0;20200825;Put;47;BRU0;12.44;0;0;0;0;0;0;
20200403;BR48BT0;20200825;Put;48;BRU0;13.23;0;0;0;0;0;0;
20200403;BR49BT0;20200825;Put;49;BRU0;14.04;0;0;0;0;0;0;
20200403;BR50BT0;20200825;Put;50;BRU0;14.87;0;0;0;0;0;0;
20200403;BR51BT0;20200825;Put;51;BRU0;15.71;0;0;0;0;0;0;
20200403;BR52BT0;20200825;Put;52;BRU0;16.56;0;0;0;0;0;0;
20200403;BR53BT0;20200825;Put;53;BRU0;17.43;0;0;0;0;0;0;
20200403;BR54BT0;20200825;Put;54;BRU0;18.3;0;0;0;0;0;0;
20200403;BR55BT0;20200825;Put;55;BRU0;19.19;0;0;0;0;0;0;
20200403;BR56BT0;20200825;Put;56;BRU0;20.09;0;0;0;0;0;0;
20200403;BR57BT0;20200825;Put;57;BRU0;21;0;0;0;0;0;0;
20200403;BR58BT0;20200825;Put;58;BRU0;21.91;0;0;0;0;0;0;
20200403;BR59BT0;20200825;Put;59;BRU0;22.83;0;0;0;0;0;0;
20200403;BR60BT0;20200825;Put;60;BRU0;23.76;0;0;0;0;0;0;
20200403;BR61BT0;20200825;Put;61;BRU0;24.69;0;0;0;0;0;0;
20200403;BR62BT0;20200825;Put;62;BRU0;25.63;0;0;0;0;0;0;
20200403;BR63BT0;20200825;Put;63;BRU0;26.58;0;0;0;0;0;0;
20200403;BR64BT0;20200825;Put;64;BRU0;27.53;0;0;0;0;0;0;
20200403;BR65BT0;20200825;Put;65;BRU0;28.48;0;0;0;0;0;0;
20200403;BR66BT0;20200825;Put;66;BRU0;29.44;0;0;0;0;0;0;
20200403;BR69BT0;20200825;Put;69;BRU0;32.33;0;0;0;0;0;0;
20200403;BR71BT0;20200825;Put;71;BRU0;34.27;0;0;0;0;0;0;
20200403;BR73BT0;20200825;Put;73;BRU0;36.22;0;0;0;0;0;0;
20200403;BR76BT0;20200825;Put;76;BRU0;39.16;0;0;0;0;0;0;
20200403;BR80BT0;20200825;Put;80;BRU0;43.09;0;0;0;0;0;0;
20200403;BR85BT0;20200825;Put;85;BRU0;48.04;0;0;0;0;0;0;
20200403;BR87BT0;20200825;Put;87;BRU0;50.02;0;0;0;0;0;0;
20200403;BR88BT0;20200825;Put;88;BRU0;51.01;0;0;0;0;0;0;
20200403;BR89BT0;20200825;Put;89;BRU0;52;0;0;0;0;0;0;
20200403;BR90BT0;20200825;Put;90;BRU0;53;0;0;0;0;0;0;
20200403;BR91BT0;20200825;Put;91;BRU0;53.99;0;0;0;0;0;0;
20200403;BR92BT0;20200825;Put;92;BRU0;54.98;0;0;0;0;0;0;
20200403;BR93BT0;20200825;Put;93;BRU0;55.98;0;0;0;0;0;0;
20200403;BR94BT0;20200825;Put;94;BRU0;56.97;0;0;0;0;0;0;
20200403;BR95BT0;20200825;Put;95;BRU0;57.97;0;0;0;0;0;0;
20200403;BR96BT0;20200825;Put;96;BRU0;58.96;0;0;0;0;0;0;
20200403;BR97BT0;20200825;Put;97;BRU0;59.96;0;0;0;0;0;0;
20200403;BR98BT0;20200825;Put;98;BRU0;60.96;0;0;0;0;0;0;
20200403;BR99BT0;20200825;Put;99;BRU0;61.95;0;0;0;0;0;0;
20200403;BR100BT0;20200825;Put;100;BRU0;62.95;0;0;0;0;0;0;
20200403;BR101BT0;20200825;Put;101;BRU0;63.94;0;0;0;0;0;0;
20200403;BR102BT0;20200825;Put;102;BRU0;64.94;0;0;0;0;0;0;
20200403;BR103BT0;20200825;Put;103;BRU0;65.94;0;0;0;0;0;0;
20200403;BR104BT0;20200825;Put;104;BRU0;66.93;0;0;0;0;0;0;
20200403;BR105BT0;20200825;Put;105;BRU0;67.93;0;0;0;0;0;0;
20200403;BR106BT0;20200825;Put;106;BRU0;68.93;0;0;0;0;0;0;
20200403;BR107BT0;20200825;Put;107;BRU0;69.93;0;0;0;0;0;0;
20200403;BR108BT0;20200825;Put;108;BRU0;70.92;0;0;0;0;0;0;
20200403;BR109BT0;20200825;Put;109;BRU0;71.92;0;0;0;0;0;0;
20200403;BR110BT0;20200825;Put;110;BRU0;72.92;0;0;0;0;0;0;
20200403;RI15000BL0;20201217;Call;15000;RIZ0;85490;0;0;0;0;0;0;
20200403;RI22500BL0;20201217;Call;22500;RIZ0;78320;0;0;0;0;0;0;
20200403;RI25000BL0;20201217;Call;25000;RIZ0;75930;0;0;0;0;0;0;
20200403;RI27500BL0;20201217;Call;27500;RIZ0;73540;0;0;0;0;0;0;
20200403;RI30000BL0;20201217;Call;30000;RIZ0;71150;0;0;0;0;0;0;
20200403;RI32500BL0;20201217;Call;32500;RIZ0;68760;0;0;0;0;0;0;
20200403;RI35000BL0;20201217;Call;35000;RIZ0;66380;0;0;0;0;0;0;
20200403;RI37500BL0;20201217;Call;37500;RIZ0;64000;0;0;0;0;0;0;
20200403;RI40000BL0;20201217;Call;40000;RIZ0;61640;0;0;0;0;0;0;
20200403;RI42500BL0;20201217;Call;42500;RIZ0;59280;0;0;0;0;0;0;
20200403;RI45000BL0;20201217;Call;45000;RIZ0;56950;0;0;0;0;0;0;
20200403;RI47500BL0;20201217;Call;47500;RIZ0;54620;0;0;0;0;0;0;
20200403;RI50000BL0;20201217;Call;50000;RIZ0;52320;0;0;0;0;0;0;
20200403;RI52500BL0;20201217;Call;52500;RIZ0;50040;0;0;0;0;0;0;
20200403;RI55000BL0;20201217;Call;55000;RIZ0;47780;0;0;0;0;0;0;
20200403;RI57500BL0;20201217;Call;57500;RIZ0;45560;0;0;0;0;0;0;
20200403;RI60000BL0;20201217;Call;60000;RIZ0;43360;0;0;0;0;0;0;
20200403;RI62500BL0;20201217;Call;62500;RIZ0;41190;0;0;0;0;0;0;
20200403;RI65000BL0;20201217;Call;65000;RIZ0;39070;0;0;0;0;0;0;
20200403;RI67500BL0;20201217;Call;67500;RIZ0;36980;0;0;0;0;0;0;
20200403;RI70000BL0;20201217;Call;70000;RIZ0;34940;0;0;0;0;0;0;
20200403;RI72500BL0;20201217;Call;72500;RIZ0;32950;0;0;0;0;0;0;
20200403;RI75000BL0;20201217;Call;75000;RIZ0;31020;0;0;0;0;0;0;
20200403;RI77500BL0;20201217;Call;77500;RIZ0;29130;0;0;0;0;0;0;
20200403;RI80000BL0;20201217;Call;80000;RIZ0;27310;0;0;0;0;0;0;
20200403;RI82500BL0;20201217;Call;82500;RIZ0;25550;0;0;0;0;0;0;
20200403;RI85000BL0;20201217;Call;85000;RIZ0;23860;0;0;0;0;0;0;
20200403;RI87500BL0;20201217;Call;87500;RIZ0;22240;0;0;0;0;0;0;
20200403;RI90000BL0;20201217;Call;90000;RIZ0;20680;0;0;0;0;0;0;
20200403;RI92500BL0;20201217;Call;92500;RIZ0;19210;0;0;0;0;0;0;
20200403;RI95000BL0;20201217;Call;95000;RIZ0;17800;0;0;0;0;0;0;
20200403;RI97500BL0;20201217;Call;97500;RIZ0;16470;0;0;0;0;0;0;
20200403;RI100000BL0;20201217;Call;100000;RIZ0;15220;0;0;2;0;0;0;
20200403;RI102500BL0;20201217;Call;102500;RIZ0;14050;0;0;0;0;0;0;
20200403;RI105000BL0;20201217;Call;105000;RIZ0;12940;0;0;0;0;0;0;
20200403;RI107500BL0;20201217;Call;107500;RIZ0;11920;0;0;0;0;0;0;
20200403;RI110000BL0;20201217;Call;110000;RIZ0;10960;0;0;0;0;0;0;
20200403;RI112500BL0;20201217;Call;112500;RIZ0;10070;0;0;0;0;0;0;
20200403;RI115000BL0;20201217;Call;115000;RIZ0;9250;0;0;0;0;0;0;
20200403;RI117500BL0;20201217;Call;117500;RIZ0;8490;0;0;0;0;0;0;
20200403;RI120000BL0;20201217;Call;120000;RIZ0;7800;0;0;16;0;0;0;
20200403;RI122500BL0;20201217;Call;122500;RIZ0;7160;0;0;0;0;0;0;
20200403;RI125000BL0;20201217;Call;125000;RIZ0;6570;0;0;0;0;0;0;
20200403;RI127500BL0;20201217;Call;127500;RIZ0;6040;0;0;0;0;0;0;
20200403;RI130000BL0;20201217;Call;130000;RIZ0;5550;0;0;0;0;0;0;
20200403;RI132500BL0;20201217;Call;132500;RIZ0;5100;0;0;0;0;0;0;
20200403;RI135000BL0;20201217;Call;135000;RIZ0;4700;0;0;0;0;0;0;
20200403;RI137500BL0;20201217;Call;137500;RIZ0;4330;0;0;0;0;0;0;
20200403;RI140000BL0;20201217;Call;140000;RIZ0;3990;0;0;0;0;0;0;
20200403;RI142500BL0;20201217;Call;142500;RIZ0;3680;0;0;0;0;0;0;
20200403;RI145000BL0;20201217;Call;145000;RIZ0;3410;0;0;0;0;0;0;
20200403;RI147500BL0;20201217;Call;147500;RIZ0;3160;0;0;0;0;0;0;
20200403;RI150000BL0;20201217;Call;150000;RIZ0;2930;0;0;0;0;0;0;
20200403;RI152500BL0;20201217;Call;152500;RIZ0;2720;0;0;0;0;0;0;
20200403;RI155000BL0;20201217;Call;155000;RIZ0;2530;0;0;0;0;0;0;
20200403;RI15000BX0;20201217;Put;15000;RIZ0;440;0;0;2;0;0;0;
20200403;RI22500BX0;20201217;Put;22500;RIZ0;770;0;0;0;0;0;0;
20200403;RI25000BX0;20201217;Put;25000;RIZ0;880;0;0;0;0;0;0;
20200403;RI27500BX0;20201217;Put;27500;RIZ0;990;0;0;0;0;0;0;
20200403;RI30000BX0;20201217;Put;30000;RIZ0;1100;0;0;0;0;0;0;
20200403;RI32500BX0;20201217;Put;32500;RIZ0;1210;0;0;0;0;0;0;
20200403;RI35000BX0;20201217;Put;35000;RIZ0;1330;0;0;0;0;0;0;
20200403;RI37500BX0;20201217;Put;37500;RIZ0;1450;0;0;0;0;0;0;
20200403;RI40000BX0;20201217;Put;40000;RIZ0;1590;0;0;0;0;0;0;
20200403;RI42500BX0;20201217;Put;42500;RIZ0;1730;0;0;0;0;0;0;
20200403;RI45000BX0;20201217;Put;45000;RIZ0;1900;0;0;0;0;0;0;
20200403;RI47500BX0;20201217;Put;47500;RIZ0;2070;0;0;0;0;0;0;
20200403;RI50000BX0;20201217;Put;50000;RIZ0;2270;0;0;0;0;0;0;
20200403;RI52500BX0;20201217;Put;52500;RIZ0;2490;0;0;0;0;0;0;
20200403;RI55000BX0;20201217;Put;55000;RIZ0;2730;0;0;0;0;0;0;
20200403;RI57500BX0;20201217;Put;57500;RIZ0;3010;0;0;0;0;0;0;
20200403;RI60000BX0;20201217;Put;60000;RIZ0;3310;0;0;0;0;0;0;
20200403;RI62500BX0;20201217;Put;62500;RIZ0;3640;0;0;0;0;0;0;
20200403;RI65000BX0;20201217;Put;65000;RIZ0;4020;0;0;0;0;0;0;
20200403;RI67500BX0;20201217;Put;67500;RIZ0;4430;0;0;0;0;0;0;
20200403;RI70000BX0;20201217;Put;70000;RIZ0;4890;0;0;0;0;0;0;
20200403;RI72500BX0;20201217;Put;72500;RIZ0;5400;0;0;0;0;0;0;
20200403;RI75000BX0;20201217;Put;75000;RIZ0;5970;0;0;4;0;0;0;
20200403;RI77500BX0;20201217;Put;77500;RIZ0;6580;0;0;0;0;0;0;
20200403;RI80000BX0;20201217;Put;80000;RIZ0;7260;0;0;0;0;0;0;
20200403;RI82500BX0;20201217;Put;82500;RIZ0;8000;0;0;0;0;0;0;
20200403;RI85000BX0;20201217;Put;85000;RIZ0;8810;0;0;0;0;0;0;
